run,window_index,rms_ch0,peak_ch0,crest_factor_ch0,kurtosis_ch0,dominant_freq_ch0,rms_ch1,peak_ch1,crest_factor_ch1,kurtosis_ch1,dominant_freq_ch1,n_calibration_windows
dev_run_0,0,0.701136854717345,2.507479567709083,3.5763054634228837,-0.13146502800822413,3750.0,0.7032584238752637,2.5652827917918537,3.6477100039673975,-0.0350804461386911,5820.0,200
dev_run_0,1,0.6678890648132702,2.3915151044229956,3.58070707672226,-0.08464601425819618,3510.0,0.6793182736150659,2.686309179592819,3.9544191286698562,0.1506204896715504,6510.0,200
dev_run_0,2,0.6629569498056411,2.374040983299467,3.580988147743946,0.033388410188488926,3710.0,0.6868071480756874,2.5539869955970973,3.7186377559323325,-0.06155153026894755,10090.0,200
dev_run_0,3,0.6925213954212875,2.385274346878878,3.4443330692815497,0.043419077254756466,3510.0,0.7189416552440963,2.5798059583279698,3.588338408161552,-0.11331922192357613,5920.0,200
dev_run_0,4,0.7072744264792228,2.2041787510649824,3.116440614035538,-0.18547665455152273,3550.0,0.6839097020220529,2.213499424583715,3.2365375352955623,-0.03481642388596473,3550.0,200
dev_run_0,5,0.6792258876547158,2.3228667714377056,3.4198737271902395,0.10777584199840584,3960.0,0.6981925041270679,2.3538900344328346,3.3714054750622644,-0.12433987473935959,3940.0,200
dev_run_0,6,0.6598610352834826,2.337730962509093,3.5427625423616944,-0.00161580810892481,3960.0,0.7250558789324911,2.6711255870632415,3.6840272053402923,-0.07940090103783692,4180.0,200
dev_run_0,7,0.6744979652704153,2.416478134599465,3.582632202675414,0.1100947076589569,3550.0,0.7061030415476099,3.1907322120220525,4.51879119584294,0.1625979167937266,5080.0,200
dev_run_0,8,0.7069077696491192,2.621061355012018,3.7077840474227983,0.21793491959247646,3780.0,0.7245570833267496,2.7663330121333343,3.817964204578553,0.14419538554557843,5250.0,200
dev_run_0,9,0.6659582356380713,2.167982357309102,3.2554329056032634,0.15173869985431132,3800.0,0.7316622622627883,2.644353365155151,3.6141721364210757,0.07094864897531705,3100.0,200
dev_run_0,10,0.6760379817610505,3.1714961704031635,4.691298789825759,0.4007770330897049,3960.0,0.7361436760129659,3.1810501009979752,4.3212353788130775,0.07153520500936361,5730.0,200
dev_run_0,11,0.6527764617489886,2.390153325879678,3.6615188541176935,0.2038945373563914,4160.0,0.750780879327589,3.09391110178128,4.120924204184996,0.07862693327592662,5280.0,200
dev_run_0,12,0.6835115190785422,2.536300679446517,3.71069192682381,0.005362844055808225,3930.0,0.7445325639980402,2.4829848480871974,3.334958019054188,0.01920563174511436,4190.0,200
dev_run_0,13,0.6874562748283892,2.5062314162002597,3.645659374016529,0.026387905155565772,4190.0,0.775899684559265,2.8315408449539774,3.6493645991272903,0.10928387375767823,4190.0,200
dev_run_0,14,0.6820863090510988,2.397755861967113,3.5153261788636163,-0.0827577848087353,4200.0,0.7365870516532398,2.386163737846425,3.239486397773747,0.05108017711833579,4200.0,200
dev_run_0,15,0.6579970679278243,2.8246236779847362,4.292760274126038,0.05696838632093604,3950.0,0.7498827862106371,2.645306624332369,3.527626809747428,0.0860926669791886,5510.0,200
dev_run_0,16,0.6695105426288026,2.452560901320851,3.663214753912265,-0.08160788234722371,4010.0,0.7559429915265236,2.5200996070128268,3.3337164732357842,-0.039267480797672505,5750.0,200
dev_run_0,17,0.6479674632852443,2.251608508400274,3.4748789599859977,0.042473661233831894,4170.0,0.7587387584185266,2.554940254774315,3.3673517044685326,-0.07262085131824891,4190.0,200
dev_run_0,18,0.6704546374035932,2.3116334078582943,3.447859520164527,0.1736230619878083,3900.0,0.768678063802443,2.7508565864200003,3.5786849038381168,-0.01160468573846929,8640.0,200
dev_run_0,19,0.6674541275740773,2.2055405296083,3.304407651684064,0.059297172384882746,3960.0,0.786034626445538,2.8412229559780546,3.614628232361067,0.05915628662882133,5750.0,200
dev_run_0,20,0.61922245224701,2.5075931947435772,4.049583766858805,0.12663747756174715,3790.0,0.7614946335172026,2.778289234321553,3.648468562202049,0.11907322033865109,5520.0,200
dev_run_0,21,0.7481672110111414,2.8344952630208295,3.788585248745998,0.11516635061582159,3740.0,0.7979004729255407,2.947726177242904,3.6943532101698984,-0.1495821315421133,5310.0,200
dev_run_0,22,0.6815256167889083,2.374040983299467,3.4834214904520118,0.19749874782427757,3550.0,0.8067783274360216,2.89124719626912,3.583694670968593,-0.009097897488921092,10210.0,200
dev_run_0,23,0.656534220498155,2.378919962300267,3.6234515801351144,0.07439996117128134,3560.0,0.7872124435913175,2.5668964769625333,3.260741740808152,0.0036642580467942665,10100.0,200
dev_run_0,24,0.793565001271842,2.783434678193562,3.507506845973626,-0.04602630754458348,3580.0,0.804487029061317,3.2310743412890406,4.01631626185791,0.11399167172563907,10180.0,200
dev_run_0,25,0.6888763862269437,2.235382538785569,3.244969025261631,-0.0224472932399995,3570.0,0.7783152646129566,2.976772510315136,3.8246359050542327,0.033248540488528544,10170.0,200
dev_run_0,26,0.7234026177235398,2.7821865266847388,3.845972429010514,0.122075609927919,3800.0,0.8000393635482189,3.0768209908972666,3.84583700157647,0.08821186972240636,10160.0,200
dev_run_0,27,0.73953249460581,2.9593104139031756,4.001596186086412,0.2505427152993587,3790.0,0.7834597164947033,3.0058188433873676,3.8365965425755144,-0.06453753564280662,10370.0,200
dev_run_0,28,0.7388864352172813,3.2801989787052985,4.439381774956151,0.2693007136644767,3740.0,0.7888139057716533,2.9680436584682766,3.7626664958475042,-0.0982559385469517,9920.0,200
dev_run_0,29,0.7790298252459891,2.7959161932817964,3.588971948294761,-0.03550816289327585,3530.0,0.7899198102764015,3.7577961329240313,4.757186842613748,0.3243327301100454,10130.0,200
dev_run_0,30,0.7742738293108931,2.5974601033788667,3.354704759084925,-0.12473371729456106,3760.0,0.8251825720420984,2.993862621199149,3.6281214836639686,-0.09236420238139065,10140.0,200
dev_run_0,31,0.7498692714661175,3.0054920197296435,4.008021304627395,0.21968191315018837,3350.0,0.8110685660106955,3.3769664326436604,4.163601660818805,0.01300945203305659,10170.0,200
dev_run_0,32,0.7087964970489155,2.9332128592523774,4.1383004393031735,0.07687274740138417,3350.0,0.7813645407830547,2.6717860130567033,3.419384768804268,0.17669732046778153,9970.0,200
dev_run_0,33,0.7846397981963277,2.599956406396513,3.3135668227121986,-0.0703245553831815,3530.0,0.7775087829107924,2.620148087594958,3.369927313767276,-0.03323069156891911,5310.0,200
dev_run_0,34,0.6961196563630186,2.307888953331824,3.315362422136408,-0.004235569145143003,3520.0,0.7670423715336224,2.702446031299614,3.523203056401106,-0.08078071059082648,9940.0,200
dev_run_0,35,0.7199710131040619,2.808284081335537,3.9005515865526754,0.07711413624596997,3520.0,0.815463073571547,3.011613158076624,3.693132469129835,0.1075761362919696,9950.0,200
dev_run_0,36,0.7195277677323763,2.463794264900262,3.4241823206362656,0.17970182538857138,3570.0,0.7558214283152574,2.650808105837869,3.507188342409649,0.0703242913642308,9900.0,200
dev_run_0,37,0.7182249555037343,2.60358723388849,3.625030306051406,-0.09187453394558709,3570.0,0.774787766756129,2.938997325396045,3.793293399439831,0.29564328945124796,9910.0,200
dev_run_0,38,0.699180400421505,2.2954074382435894,3.282997397491109,-0.06928347075595953,3520.0,0.7718806991406844,3.3947169695211357,4.3979814094359515,-0.027383493081392984,10150.0,200
dev_run_0,39,0.6854141929666495,2.3178741654024115,3.3817131098326705,-0.07513833992021324,3570.0,0.7969763455014651,2.6830818092514597,3.3665764624377434,-0.10023437674816638,5320.0,200
dev_run_0,40,0.7493448147284194,3.016725383309055,4.025817380716208,0.08912651769934898,3570.0,0.792045768753258,2.9816135658271743,3.764446045530956,0.15919072678762758,9940.0,200
dev_run_0,41,0.6989485733314754,2.5923538703090783,3.7089336261807127,-0.01902285897739997,3570.0,0.776314484338321,2.5872139581879057,3.332687985411463,0.0001082041451536675,9920.0,200
dev_run_0,42,0.7680247761051581,2.5138339522876945,3.2731156952551026,-0.26145047114316267,3330.0,0.7663180671801593,3.0083857877352647,3.9257664834649333,-0.19629375490690038,10090.0,200
dev_run_0,43,0.7338501705013296,2.7009430515767194,3.6805102137552965,0.188119155949384,3350.0,0.7586109145478731,3.110708379481537,4.100532058960641,0.06679047054022025,10130.0,200
dev_run_0,44,0.6675243244262085,2.455057204338498,3.67785429058479,-0.2142181124334548,3530.0,0.7437600720608423,2.548485514091597,3.426488737965801,0.011656342063259384,9920.0,200
dev_run_0,45,0.7367583198340719,2.337730962509093,3.172995670904112,-0.23954304234551937,3350.0,0.7767996392467927,2.993862621199149,3.854098877090089,0.09166054348280683,9960.0,200
dev_run_0,46,0.6918512324954005,2.4327041042141695,3.5162242783373494,0.17152176353623094,3530.0,0.753841962932606,3.0929578426040623,4.102926064859631,-0.09688396803746935,10390.0,200
dev_run_0,47,0.5927939097454209,2.3639421441943855,3.9877976162437263,0.3249788503590114,3080.0,0.7314199335753022,2.4684616815510814,3.374889806612107,-0.06913513949606154,9940.0,200
dev_run_0,48,0.5664887333354105,2.240488771855357,3.955045592360877,0.21153792371317515,3090.0,0.7279800565569976,3.062297824361151,4.206568287925094,-0.1268245121690299,5420.0,200
dev_run_0,49,0.5051507194413442,1.8472074195414734,3.656745095656976,0.20794586435868778,3080.0,0.7418898572817234,2.551712884432956,3.4394767039179217,-0.1305116447192951,9960.0,200
dev_run_0,50,0.4752295075454911,1.7399800168171498,3.6613467504208885,-0.007640813873873498,60.0,0.7023660021618113,2.2360910169732287,3.1836549703532238,-0.032521123841592114,9980.0,200
dev_run_0,51,0.5192306314393325,1.8147554803120634,3.4950855495300575,-0.07349274766768499,2910.0,0.6976937835083631,2.380662256340925,3.412187852609985,-0.07330359228889272,9960.0,200
dev_run_0,52,0.5118965817349355,2.0905969637620476,4.084022113592771,0.1119884751132112,2900.0,0.723962411558816,2.4135963857479776,3.3338697477638632,-0.08978704564068174,9740.0,200
dev_run_0,53,0.494327898468645,1.8497037225591202,3.741855809771963,-0.07650475173114923,2690.0,0.7246767961134034,2.8734966593916456,3.9652113477865045,0.15947548049475735,9840.0,200
dev_run_0,54,0.5109807647955705,1.7936505316965583,3.510211443876831,-0.013251728965860021,3120.0,0.731191053414136,2.7211498273543073,3.721530523283847,-0.18525035127742617,1670.0,200
dev_run_0,55,0.4760715400952277,1.7150169866406804,3.6024354295474024,0.018454902216897384,3090.0,0.7182772005914758,2.383889626682284,3.318899195742725,-0.16957299197190379,1920.0,200
dev_run_0,56,0.5288495900253163,1.7573405109061842,3.3229495507391995,-0.08257526470658094,2910.0,0.7579517537007813,2.8324941041311953,3.73703746520039,0.0341402975798335,1670.0,200
dev_run_0,57,0.4687387317304344,1.7262503502200914,3.682755935624453,-0.03551210980131625,2900.0,0.7284601900424399,2.695330864623435,3.7000386538163013,-0.04092374225085038,10170.0,200
dev_run_0,58,0.47155199820878124,1.8161172588553807,3.851361593000666,-0.12140772705823233,2890.0,0.715395734130911,2.9106114183172744,4.068533366060198,0.002381893930737178,9710.0,200
dev_run_0,59,0.4809123589273448,1.771183804537736,3.682965862647661,-0.10429996873011538,2860.0,0.7192800260958042,2.387116997023643,3.3187589076565476,-0.052660974251055315,5540.0,200
dev_run_0,60,0.47756877277298687,1.7462207743612668,3.6564802186822534,-0.00408330856015704,2870.0,0.7140023792598068,2.717922457012948,3.806601395395863,0.0998808074616524,7620.0,200
dev_run_0,61,0.49203728760157656,1.974518873441466,4.012945602259665,-0.01998982810207295,3130.0,0.7347490117803716,2.550759625255738,3.471606740379795,0.11982372270037533,10400.0,200
dev_run_0,62,0.48887309668850465,1.8434629650150027,3.7708415000360733,0.02137546101791532,3140.0,0.7214014291830072,2.303205368148307,3.192682010020445,-0.17044449605042633,9960.0,200
